id_imovel,tipo_imovel,zona,area_m2,quartos,casas_banho,andar,ano_construcao,estado_conservacao,orientacao_solar,vista,certificacao_energetica,distancia_centro_km,distancia_metro_km,distancia_escola_km,distancia_hospital_km,score_localizacao,tem_garagem,tem_piscina,tem_varanda,tem_arrecadacao,tem_elevador,tem_ar_condicionado,tem_lareira,tem_jardim,preco,preco_categoria
IMV01015,Duplex,Centro Histórico,96,2,2,1,1989,Razoável,Nordeste,Rua,D,0.0,0.63,0.27,9.86,7,True,False,True,False,False,True,False,False,246900.0,Médio
IMV01016,Moradia,Bairro Residencial,112,2,2,0,2003,Bom,Sudeste,Pátio,D,4.9,3.0,1.51,1.5,3,False,False,False,False,False,False,False,False,233500.0,Médio
IMV01017,Duplex,Bairro Residencial,115,2,2,3,1984,Razoável,Sudeste,Rua,D,5.0,1.55,2.4,3.69,3,True,True,True,False,False,True,False,False,220000.0,Médio
IMV01018,Penthouse,Zona Industrial,149,5,2,0,1961,Razoável,Sul,Jardim,F,9.0,0.07,0.82,4.17,3,False,True,False,False,False,False,False,False,196300.0,Médio
IMV01019,Penthouse,Centro Histórico,134,3,3,1,1971,Razoável,Norte,Pátio,E,1.9,1.85,0.6,0.04,5,True,False,True,False,False,False,False,True,427300.0,Alto
IMV01020,Duplex,Zona Industrial,160,5,2,6,2023,Novo,Sul,Cidade,B,11.3,3.51,0.77,0.1,1,False,False,True,False,True,True,False,False,255100.0,Médio
IMV01021,Moradia,Centro Histórico,114,3,2,0,2023,Novo,Sudeste,Jardim,A+,0.0,1.62,1.88,4.62,5,False,False,True,False,True,True,False,False,389300.0,Alto
IMV01022,Duplex,Bairro Residencial,109,3,2,2,1997,Bom,Nordeste,Jardim,D,6.2,1.83,1.57,4.57,3,False,False,False,False,False,False,False,False,180700.0,Médio
IMV01023,Penthouse,Zona Industrial,147,3,3,7,2023,Novo,Sul,Mar,B,8.7,0.03,0.25,2.78,4,False,False,False,False,False,False,False,False,260800.0,Médio
IMV01024,Penthouse,Zona Comercial,128,3,2,4,1971,Razoável,Norte,Jardim,D,1.9,0.13,1.15,4.69,6,False,True,False,False,False,True,False,False,407800.0,Alto
IMV01025,Penthouse,Periferia,187,3,2,0,2020,Novo,Este,Rua,B,7.8,0.41,0.59,9.01,4,False,True,False,False,False,False,False,False,380200.0,Alto
IMV01026,Estúdio,Centro Histórico,70,1,1,6,1975,Para Remodelar,Sudeste,Cidade,D,1.8,0.16,2.9,4.77,7,False,False,False,False,False,False,False,False,82500.0,Baixo
IMV01027,Apartamento,Bairro Residencial,109,2,1,0,2019,Como Novo,Noroeste,Jardim,A,4.4,0.37,0.32,3.35,6,False,False,False,False,False,False,False,False,175200.0,Médio
IMV01028,Apartamento,Centro Histórico,95,3,3,8,1960,Para Remodelar,Sudoeste,Cidade,D,0.5,0.28,0.18,2.38,8,False,False,False,False,False,False,True,True,162500.0,Médio
IMV01029,Moradia,Periferia,129,3,3,0,1970,Para Remodelar,Norte,Rua,F,6.5,0.32,0.55,2.67,4,False,False,False,False,False,False,False,False,125800.0,Baixo
IMV01030,Apartamento,Periferia,95,3,3,5,2023,Novo,Este,Pátio,A+,7.8,1.74,1.35,4.53,2,False,False,False,False,False,True,False,False,128700.0,Baixo
IMV01031,Penthouse,Zona Comercial,154,3,2,3,2001,Bom,Nordeste,Jardim,C,2.1,4.9,0.33,4.3,5,False,True,True,False,True,False,False,False,530700.0,Alto
IMV01032,Moradia,Centro Histórico,158,4,2,0,2007,Bom,Nordeste,Rua,D,0.3,5.66,3.66,0.41,5,False,True,False,False,True,True,True,False,508700.0,Alto
IMV01033,Apartamento,Zona Comercial,49,0,1,0,2021,Novo,Este,Jardim,A+,3.2,2.89,2.53,0.53,4,False,False,False,False,False,True,False,False,122200.0,Baixo
IMV01034,Duplex,Zona Premium,120,3,2,0,1986,Razoável,Noroeste,Pátio,D,4.3,0.26,0.64,7.64,7,False,False,False,True,False,True,False,True,400400.0,Alto
IMV01035,Estúdio,Bairro Residencial,65,1,1,4,2024,Como Novo,Noroeste,Jardim,B,4.8,2.43,2.62,10.99,3,False,False,False,False,False,False,False,False,92600.0,Baixo
IMV01036,Apartamento,Zona Industrial,82,2,1,3,2024,Como Novo,Sudeste,Jardim,A,10.0,0.76,1.83,0.27,2,False,False,False,True,False,False,False,False,84800.0,Baixo
IMV01037,Moradia,Periferia,126,4,3,0,2024,Como Novo,Oeste,Rua,A,7.8,1.49,1.26,9.7,2,True,False,False,True,False,False,False,False,196500.0,Médio
IMV01038,Penthouse,Zona Industrial,118,2,1,3,1974,Para Remodelar,Norte,Pátio,E,9.2,1.01,0.25,0.17,2,False,False,True,False,False,False,False,False,133600.0,Baixo
IMV01039,Penthouse,Zona Premium,157,5,2,5,1983,Razoável,Oeste,Rua,E,2.1,0.39,1.07,0.37,7,False,False,True,False,False,False,True,False,578500.0,Alto
IMV01040,Penthouse,Zona Industrial,156,3,3,2,1995,Razoável,Nordeste,Rua,D,8.2,2.02,1.3,8.82,1,False,False,False,True,False,False,False,False,186500.0,Médio
IMV01041,Penthouse,Bairro Residencial,151,5,3,5,2021,Novo,Sul,Rua,B,6.1,1.21,0.41,7.25,4,False,True,True,True,False,True,False,False,503600.0,Alto
IMV01042,Penthouse,Centro Histórico,106,3,2,1,2021,Como Novo,Norte,Rua,A+,0.0,2.08,2.11,3.26,5,True,True,True,False,True,True,True,False,455300.0,Alto
IMV01043,Estúdio,Periferia,77,2,2,2,2022,Novo,Sudoeste,Rua,B,6.5,0.18,0.17,4.17,5,False,False,False,False,False,False,False,False,80900.0,Baixo
IMV01044,Estúdio,Zona Industrial,92,2,1,4,2022,Novo,Sudeste,Rua,A+,11.9,1.57,0.57,2.97,1,True,False,False,False,False,False,False,True,108500.0,Baixo
IMV01045,Moradia,Bairro Residencial,108,2,1,0,1970,Para Remodelar,Sudeste,Rua,D,6.3,0.29,0.53,4.42,5,True,False,True,False,False,False,False,False,184600.0,Médio
IMV01046,Estúdio,Centro Histórico,63,1,1,5,2024,Novo,Norte,Jardim,B,1.6,0.48,0.96,0.21,7,False,False,False,False,True,False,False,False,134000.0,Baixo
IMV01047,Apartamento,Bairro Residencial,92,2,2,3,1987,Razoável,Norte,Pátio,D,5.7,2.03,1.68,0.66,3,True,False,False,False,False,False,False,False,121400.0,Baixo
IMV01048,Apartamento,Centro Histórico,99,2,1,1,1978,Razoável,Norte,Rua,D,0.0,0.24,0.16,0.68,8,False,True,False,False,False,False,False,True,214200.0,Médio
IMV01049,Penthouse,Centro Histórico,157,4,2,4,1963,Razoável,Norte,Pátio,E,0.0,0.36,0.56,14.15,7,False,False,True,True,True,True,True,True,517000.0,Alto
IMV01050,Apartamento,Zona Comercial,88,3,3,3,2020,Como Novo,Este,Rua,B,0.4,1.26,0.32,2.87,5,False,False,False,False,False,False,False,True,198100.0,Médio
IMV01051,Duplex,Centro Histórico,93,3,2,1,1980,Para Remodelar,Noroeste,Rua,D,0.0,1.57,0.83,4.3,5,True,False,False,False,False,False,True,False,198100.0,Médio
IMV01052,Moradia,Zona Industrial,111,3,3,0,2005,Razoável,Sudeste,Rua,D,11.6,1.69,0.34,6.12,2,False,False,False,False,False,False,True,False,122900.0,Baixo
IMV01053,Penthouse,Bairro Residencial,116,3,2,10,1985,Razoável,Norte,Serra,E,4.5,6.1,1.8,1.96,3,False,False,False,True,True,False,False,False,269600.0,Médio
IMV01054,Apartamento,Zona Industrial,111,2,1,3,1986,Para Remodelar,Norte,Rua,F,11.8,1.42,0.95,4.0,1,False,True,False,True,False,False,False,False,97600.0,Baixo
IMV01055,Duplex,Zona Comercial,73,1,2,3,1985,Para Remodelar,Oeste,Rua,E,2.1,1.18,0.33,1.86,5,False,False,False,True,False,False,False,False,135300.0,Baixo
IMV01056,Duplex,Bairro Residencial,84,2,1,1,1993,Para Remodelar,Norte,Jardim,E,6.3,4.11,1.09,0.8,3,False,False,False,False,False,False,False,False,111300.0,Baixo
IMV01057,Estúdio,Zona Premium,66,2,1,10,2006,Bom,Norte,Cidade,C,4.0,1.74,0.12,10.44,6,False,False,False,False,False,False,False,False,127900.0,Baixo
IMV01058,Apartamento,Periferia,90,2,1,3,2023,Novo,Sudoeste,Pátio,A,8.2,2.19,1.16,2.51,2,False,True,False,False,True,False,False,False,146100.0,Baixo
IMV01059,Penthouse,Bairro Residencial,124,3,2,1,1967,Para Remodelar,Sudeste,Rua,E,4.4,0.76,1.37,0.43,4,False,False,False,False,False,False,False,False,200600.0,Médio
IMV01060,Apartamento,Periferia,87,2,1,5,1972,Para Remodelar,Oeste,Rua,E,7.7,0.09,0.64,2.18,4,False,False,True,False,False,False,False,False,76500.0,Baixo
IMV01061,Duplex,Periferia,133,3,3,5,2022,Como Novo,Sudeste,Pátio,B,8.0,0.07,0.87,4.35,4,False,True,False,False,False,False,False,False,200900.0,Médio
IMV01062,Penthouse,Bairro Residencial,158,3,2,5,1998,Bom,Sudoeste,Jardim,E,5.2,0.79,1.58,0.14,4,False,False,False,False,False,False,True,False,379400.0,Alto
IMV01063,Duplex,Zona Comercial,121,4,3,3,2020,Novo,Sudeste,Rua,A+,1.0,0.15,0.49,2.66,7,False,False,False,True,False,True,True,True,389100.0,Alto
IMV01064,Moradia,Periferia,119,2,1,0,2021,Como Novo,Nordeste,Pátio,B,9.9,2.25,0.54,1.23,2,False,True,False,False,False,False,False,False,188300.0,Médio
IMV01065,Moradia,Zona Comercial,131,5,3,0,2002,Bom,Sul,Pátio,C,1.1,1.47,3.26,5.39,4,False,False,False,False,False,False,False,False,306100.0,Alto
IMV01066,Duplex,Periferia,125,5,2,1,1963,Razoável,Este,Rua,E,6.5,0.52,0.3,3.05,4,False,True,False,False,True,True,False,False,193000.0,Médio
IMV01067,Duplex,Bairro Residencial,112,3,3,3,1962,Razoável,Sul,Jardim,E,6.2,0.89,0.18,0.3,5,False,True,False,False,False,False,False,False,195400.0,Médio
IMV01068,Apartamento,Centro Histórico,106,2,2,0,1968,Para Remodelar,Norte,Jardim,E,1.1,0.76,0.48,3.22,7,False,False,False,False,False,True,False,False,155100.0,Médio
IMV01069,Estúdio,Periferia,73,2,1,2,1996,Bom,Oeste,Rua,D,6.7,0.64,1.64,0.57,3,False,False,False,True,False,False,False,False,61500.0,Baixo
IMV01070,Duplex,Zona Comercial,119,3,2,6,2020,Como Novo,Sudeste,Jardim,A+,2.5,1.51,0.25,1.61,5,False,False,False,False,False,False,False,False,281900.0,Médio
IMV01071,Moradia,Centro Histórico,121,5,3,0,2002,Bom,Norte,Pátio,C,0.0,0.17,2.15,3.69,7,True,False,True,True,False,False,False,True,361200.0,Alto
IMV01072,Apartamento,Zona Comercial,122,5,2,8,1989,Para Remodelar,Nordeste,Cidade,D,1.2,0.37,1.11,7.39,6,False,False,False,False,False,False,False,False,153400.0,Médio
IMV01073,Moradia,Zona Industrial,125,3,2,0,2024,Como Novo,Sudoeste,Rua,B,8.7,0.67,0.81,6.06,2,True,False,False,False,False,False,False,False,173300.0,Médio
IMV01074,Apartamento,Zona Comercial,80,2,2,4,2024,Novo,Nordeste,Rua,B,0.8,4.88,0.28,0.85,5,False,True,False,True,False,True,False,False,245800.0,Médio
IMV01075,Penthouse,Zona Premium,126,3,2,6,2023,Como Novo,Sul,Jardim,B,4.9,2.47,0.32,3.71,6,True,False,False,True,True,False,False,True,680300.0,Alto
IMV01076,Penthouse,Bairro Residencial,153,4,3,1,2024,Como Novo,Sudeste,Jardim,A,3.5,0.36,0.97,1.63,5,True,True,False,True,False,True,False,False,461300.0,Alto
IMV01077,Moradia,Periferia,125,4,2,0,2022,Novo,Norte,Rua,B,7.1,0.38,0.48,4.32,5,False,False,False,False,True,False,False,False,223500.0,Médio
IMV01078,Penthouse,Periferia,163,4,2,0,2018,Como Novo,Sudoeste,Rua,B,7.2,1.47,0.13,0.22,3,True,False,False,True,True,True,False,False,363000.0,Alto
IMV01079,Estúdio,Zona Comercial,39,0,1,4,2024,Como Novo,Este,Rua,A,0.5,6.07,0.01,6.52,5,False,False,False,False,False,False,False,False,65000.0,Baixo
IMV01080,Apartamento,Zona Industrial,106,2,1,5,1996,Bom,Oeste,Rua,D,9.8,0.15,0.33,3.0,4,False,False,True,False,False,True,False,False,110000.0,Baixo
IMV01081,Moradia,Periferia,76,1,2,0,2006,Bom,Nordeste,Rua,B,7.6,1.6,1.76,4.7,2,False,False,False,False,False,False,False,False,108300.0,Baixo
IMV01082,Penthouse,Periferia,149,3,2,4,1962,Para Remodelar,Nordeste,Rua,E,7.1,0.43,0.0,1.52,5,False,True,False,False,False,False,False,False,199700.0,Médio
IMV01083,Moradia,Bairro Residencial,92,3,2,0,2009,Razoável,Sudeste,Jardim,C,3.3,0.98,0.13,3.18,5,False,False,False,False,False,False,False,False,155600.0,Médio
IMV01084,Penthouse,Zona Comercial,143,3,3,2,1979,Para Remodelar,Sudeste,Jardim,F,1.9,0.62,0.19,8.4,6,False,True,True,False,True,True,True,True,382800.0,Alto
IMV01085,Penthouse,Zona Premium,156,4,2,1,2021,Novo,Sul,Rua,A,4.2,1.65,0.65,1.93,5,False,False,True,True,True,False,False,False,806100.0,Alto
IMV01086,Estúdio,Periferia,104,2,1,0,2020,Como Novo,Noroeste,Rua,A+,8.0,1.7,0.16,0.89,3,False,False,False,False,False,False,False,False,97800.0,Baixo
IMV01087,Duplex,Periferia,133,3,2,3,2021,Novo,Sul,Rua,A,6.3,1.33,0.21,2.07,3,False,False,False,False,False,False,True,False,202900.0,Médio
IMV01088,Penthouse,Zona Comercial,131,5,3,8,2024,Como Novo,Este,Serra,A+,3.4,3.65,0.15,0.71,5,False,False,False,False,True,True,True,True,508100.0,Alto
IMV01089,Estúdio,Bairro Residencial,58,1,2,3,2021,Novo,Sudeste,Pátio,B,5.2,6.83,0.23,0.46,4,False,False,False,False,False,False,False,False,85400.0,Baixo
IMV01090,Estúdio,Zona Industrial,64,1,1,3,2000,Bom,Oeste,Jardim,E,11.5,0.44,0.85,5.57,3,True,False,False,False,False,False,False,False,65000.0,Baixo
IMV01091,Moradia,Zona Premium,215,3,3,0,2020,Como Novo,Norte,Rua,A,3.2,0.15,0.81,0.21,7,False,True,False,False,True,False,True,True,811500.0,Alto
IMV01092,Moradia,Zona Premium,139,4,2,0,2002,Bom,Este,Rua,C,1.4,1.09,0.5,2.19,5,True,True,True,False,False,False,True,False,537000.0,Alto
IMV01093,Apartamento,Periferia,57,1,1,4,1972,Razoável,Noroeste,Pátio,E,9.9,2.48,0.84,0.81,2,False,False,False,False,False,False,False,False,45900.0,Baixo
IMV01094,Estúdio,Zona Premium,89,2,1,0,1985,Razoável,Noroeste,Pátio,F,4.3,0.59,1.05,14.58,6,False,False,False,False,False,False,False,False,168200.0,Médio
IMV01095,Moradia,Centro Histórico,114,3,3,0,2022,Novo,Sudoeste,Jardim,A,0.0,0.27,0.6,2.14,7,True,False,False,True,True,True,False,True,437800.0,Alto
IMV01096,Estúdio,Bairro Residencial,77,2,2,3,1969,Para Remodelar,Nordeste,Rua,D,3.2,0.93,0.21,5.51,5,False,False,False,False,False,False,False,False,69100.0,Baixo
IMV01097,Estúdio,Zona Premium,90,3,2,2,2022,Novo,Norte,Rua,A,4.7,2.23,0.5,1.45,5,False,False,False,True,False,True,True,False,238800.0,Médio
IMV01098,Moradia,Zona Industrial,112,2,2,0,2019,Bom,Noroeste,Rua,A,8.1,0.47,0.14,2.29,4,False,False,False,False,False,False,False,False,135700.0,Baixo
IMV01099,Estúdio,Zona Comercial,66,1,2,2,2023,Novo,Nordeste,Rua,A,3.5,0.54,1.6,10.62,5,False,True,True,False,False,False,False,True,185000.0,Médio
IMV01100,Apartamento,Zona Premium,139,3,3,0,1995,Razoável,Sudoeste,Rua,E,4.1,0.1,0.23,10.98,8,False,True,False,False,False,True,False,False,368300.0,Alto
IMV01101,Estúdio,Zona Premium,91,3,3,0,2021,Novo,Sudoeste,Rua,B,2.7,0.59,1.02,0.01,6,False,False,False,False,True,True,False,False,280000.0,Médio
IMV01102,Estúdio,Zona Comercial,77,1,1,4,2022,Novo,Noroeste,Pátio,A+,3.4,0.54,0.46,0.54,6,False,False,False,True,False,False,False,False,140800.0,Baixo
IMV01103,Moradia,Zona Industrial,107,2,1,0,2002,Razoável,Nordeste,Jardim,C,9.8,4.16,2.46,0.88,1,False,False,True,False,False,False,False,False,112300.0,Baixo
IMV01104,Apartamento,Zona Industrial,62,2,1,3,2017,Como Novo,Sul,Pátio,A+,8.3,1.06,0.92,0.02,1,False,False,False,False,False,False,False,False,56400.0,Baixo
IMV01105,Duplex,Bairro Residencial,104,2,1,1,2022,Novo,Norte,Pátio,B,4.3,0.97,1.33,1.18,4,False,False,False,False,False,False,True,True,237900.0,Médio
IMV01106,Estúdio,Periferia,102,3,2,1,1970,Para Remodelar,Nordeste,Rua,E,6.1,0.17,1.8,5.31,4,False,True,True,False,False,False,False,True,118300.0,Baixo
IMV01107,Estúdio,Zona Industrial,106,2,2,1,1976,Para Remodelar,Nordeste,Rua,E,8.4,3.32,0.57,7.57,1,False,False,False,False,False,False,False,False,55600.0,Baixo
IMV01108,Moradia,Bairro Residencial,98,3,2,0,1992,Para Remodelar,Norte,Rua,E,3.9,1.09,1.3,3.1,3,False,False,True,False,False,False,False,False,132500.0,Baixo
IMV01109,Penthouse,Zona Comercial,178,3,2,4,1978,Para Remodelar,Sudeste,Jardim,D,0.4,1.08,0.82,0.45,4,False,True,False,True,False,False,False,False,451100.0,Alto
IMV01110,Penthouse,Centro Histórico,115,2,1,4,2014,Como Novo,Sudeste,Rua,C,0.0,0.57,0.71,0.39,6,False,False,True,False,False,False,False,False,416200.0,Alto
IMV01111,Duplex,Zona Comercial,155,3,2,5,2008,Razoável,Sudeste,Pátio,C,2.0,0.49,0.36,0.76,7,False,False,False,False,False,False,False,True,306400.0,Alto
IMV01112,Penthouse,Bairro Residencial,89,2,1,2,2022,Novo,Sudoeste,Rua,B,3.9,0.46,5.18,0.81,5,True,False,False,True,False,False,True,True,289900.0,Médio
IMV01113,Moradia,Zona Comercial,111,2,2,0,1969,Para Remodelar,Oeste,Rua,E,0.9,5.53,1.09,1.81,4,False,False,False,False,False,True,False,False,195500.0,Médio
IMV01114,Estúdio,Periferia,82,3,3,2,2011,Bom,Sudeste,Jardim,C,8.1,0.2,1.65,0.48,4,False,False,False,False,False,False,False,False,67300.0,Baixo
IMV01115,Duplex,Zona Premium,100,3,3,2,1967,Razoável,Sudeste,Rua,D,4.1,1.37,0.7,2.93,5,False,False,False,True,False,False,False,False,260400.0,Médio
IMV01116,Estúdio,Bairro Residencial,54,2,1,8,2022,Como Novo,Norte,Cidade,B,4.3,0.53,0.36,5.0,5,False,False,False,False,False,False,False,False,72200.0,Baixo
IMV01117,Apartamento,Zona Premium,103,2,2,4,2021,Como Novo,Sudeste,Jardim,A+,1.2,1.4,1.81,1.4,5,True,False,False,False,False,False,False,False,318200.0,Alto
IMV01118,Penthouse,Centro Histórico,117,2,1,0,1990,Para Remodelar,Oeste,Rua,D,0.0,0.71,1.29,1.97,6,True,False,True,False,False,False,True,True,328300.0,Alto
IMV01119,Estúdio,Zona Comercial,68,1,1,3,2023,Novo,Norte,Rua,B,1.0,0.29,0.79,2.42,6,False,False,False,True,True,False,False,False,135400.0,Baixo
IMV01120,Moradia,Bairro Residencial,114,2,1,0,1981,Razoável,Nordeste,Pátio,D,4.2,1.28,0.53,0.99,3,True,False,False,False,False,False,True,False,202500.0,Médio
IMV01121,Estúdio,Centro Histórico,58,1,1,3,1982,Para Remodelar,Sul,Rua,E,1.1,1.57,0.58,8.99,5,False,False,True,False,False,False,False,False,79100.0,Baixo
IMV01122,Penthouse,Zona Premium,214,3,3,2,1962,Razoável,Noroeste,Pátio,F,4.6,3.31,0.63,0.43,5,False,True,False,False,False,False,False,False,734300.0,Alto
IMV01123,Penthouse,Bairro Residencial,136,3,2,4,1969,Razoável,Norte,Rua,E,6.9,1.27,2.37,5.88,3,True,False,False,False,False,False,True,True,310200.0,Alto
IMV01124,Apartamento,Zona Industrial,111,2,2,4,1987,Razoável,Sul,Rua,E,8.8,1.67,0.5,0.43,1,False,False,False,False,False,False,False,False,78600.0,Baixo
IMV01125,Duplex,Bairro Residencial,123,3,2,10,2018,Como Novo,Este,Serra,B,5.8,1.41,8.63,4.86,3,False,False,False,True,False,True,False,True,263200.0,Médio
IMV01126,Duplex,Centro Histórico,102,2,2,2,2021,Como Novo,Norte,Jardim,A,0.1,0.01,0.08,3.83,8,True,True,True,False,False,False,True,False,332100.0,Alto
IMV01127,Duplex,Centro Histórico,100,2,1,0,1975,Razoável,Noroeste,Jardim,D,0.0,2.2,1.44,2.18,5,False,False,False,False,False,False,True,False,239600.0,Médio
IMV01128,Moradia,Bairro Residencial,100,2,1,0,2021,Novo,Nordeste,Rua,A,4.9,5.06,0.35,0.76,4,True,False,False,False,False,False,True,True,262500.0,Médio
IMV01129,Penthouse,Periferia,133,3,2,3,2005,Bom,Sul,Jardim,D,9.6,0.9,0.26,0.53,4,False,False,False,False,True,False,False,False,229000.0,Médio
IMV01130,Estúdio,Centro Histórico,64,1,1,8,2016,Bom,Este,Mar,B,0.0,3.22,3.06,0.12,5,False,False,False,False,False,False,False,False,93100.0,Baixo
IMV01131,Duplex,Bairro Residencial,57,1,1,8,1963,Razoável,Este,Cidade,D,4.8,5.01,1.78,0.55,3,False,False,False,False,False,False,False,False,87800.0,Baixo
IMV01132,Duplex,Zona Comercial,116,3,3,0,2021,Como Novo,Este,Jardim,B,1.7,1.64,0.76,0.17,4,True,False,False,False,True,False,True,True,377600.0,Alto
IMV01133,Penthouse,Zona Premium,140,3,2,8,2009,Razoável,Sul,Serra,B,4.1,4.24,0.36,5.92,6,False,False,False,True,True,True,False,False,539900.0,Alto
IMV01134,Moradia,Periferia,128,3,3,0,1968,Para Remodelar,Norte,Jardim,D,8.9,0.45,2.73,1.59,4,False,False,False,False,False,False,False,False,117100.0,Baixo
IMV01135,Moradia,Bairro Residencial,119,2,1,0,2003,Razoável,Noroeste,Rua,D,5.6,0.99,0.03,7.41,5,False,False,False,True,False,False,False,False,218100.0,Médio
IMV01136,Penthouse,Centro Histórico,158,3,3,3,2022,Como Novo,Oeste,Jardim,A,0.2,0.01,2.3,0.48,7,False,False,False,False,False,True,False,False,590200.0,Alto
IMV01137,Penthouse,Zona Industrial,156,3,3,6,1982,Para Remodelar,Oeste,Mar,F,8.5,0.25,4.03,1.14,3,False,False,False,False,False,False,False,False,151900.0,Médio
IMV01138,Estúdio,Zona Premium,124,3,2,2,2008,Razoável,Sul,Rua,B,5.0,4.11,0.76,4.16,5,False,False,False,False,False,False,False,True,250900.0,Médio
IMV01139,Penthouse,Periferia,169,4,3,1,2011,Bom,Sudoeste,Rua,B,6.2,4.02,0.12,0.16,3,True,True,False,False,True,False,False,False,356000.0,Alto
IMV01140,Apartamento,Periferia,124,3,2,3,2003,Razoável,Sudeste,Pátio,C,9.2,1.78,0.03,2.67,3,False,False,False,False,False,False,False,False,107300.0,Baixo
IMV01141,Apartamento,Periferia,104,2,1,0,1977,Razoável,Nordeste,Rua,E,9.1,0.9,0.3,0.08,4,False,False,True,False,False,False,False,False,97300.0,Baixo
IMV01142,Apartamento,Periferia,107,2,1,8,1969,Razoável,Este,Mar,E,7.0,2.56,1.62,8.73,2,False,False,False,True,True,False,False,False,120000.0,Baixo
IMV01143,Estúdio,Centro Histórico,58,2,1,5,2020,Novo,Norte,Pátio,B,1.5,1.94,0.24,2.86,6,False,False,False,False,False,False,False,False,115700.0,Baixo
IMV01144,Estúdio,Zona Industrial,67,2,1,6,2022,Novo,Nordeste,Mar,A+,11.6,3.63,0.1,1.36,2,False,False,False,False,False,True,False,False,69600.0,Baixo
IMV01145,Duplex,Zona Comercial,70,2,1,8,2001,Bom,Nordeste,Mar,D,1.5,1.81,0.88,0.26,4,False,False,False,False,False,False,False,True,179100.0,Médio
IMV01146,Apartamento,Zona Industrial,124,4,3,2,2009,Razoável,Norte,Jardim,D,11.8,0.37,1.99,0.9,3,False,False,True,False,False,False,False,False,111800.0,Baixo
IMV01147,Penthouse,Zona Comercial,146,4,3,9,2021,Novo,Sul,Cidade,B,0.6,2.52,0.93,10.13,4,True,True,True,False,True,True,True,False,676000.0,Alto
IMV01148,Duplex,Bairro Residencial,105,2,1,7,1985,Para Remodelar,Noroeste,Cidade,E,3.1,0.43,0.57,2.99,5,False,False,True,False,False,False,False,False,125000.0,Baixo
IMV01149,Apartamento,Bairro Residencial,121,3,2,5,2003,Bom,Sudoeste,Rua,D,3.8,0.83,1.8,1.96,4,False,False,False,False,False,True,False,False,196600.0,Médio
IMV01150,Moradia,Bairro Residencial,105,2,1,0,1991,Para Remodelar,Norte,Rua,D,5.4,0.32,0.48,9.43,6,False,False,False,False,False,False,False,False,137300.0,Baixo
IMV01151,Moradia,Periferia,87,3,3,0,2000,Bom,Norte,Rua,E,6.5,1.27,0.68,2.19,2,False,False,False,True,True,False,False,False,142800.0,Baixo
IMV01152,Estúdio,Bairro Residencial,58,1,2,3,1988,Razoável,Este,Rua,D,6.3,0.63,2.45,0.5,4,False,True,False,False,False,False,False,False,78900.0,Baixo
IMV01153,Estúdio,Zona Industrial,53,1,2,7,2024,Novo,Sudoeste,Cidade,B,10.3,5.31,0.42,4.06,2,False,False,False,False,False,False,False,False,46800.0,Baixo
IMV01154,Apartamento,Centro Histórico,82,2,1,3,2020,Novo,Noroeste,Rua,B,1.2,1.73,0.74,3.15,5,True,False,True,False,False,False,False,False,245200.0,Médio
IMV01155,Penthouse,Centro Histórico,92,2,1,4,2017,Bom,Nordeste,Pátio,B,0.0,0.88,3.94,1.39,6,True,True,True,False,False,False,True,True,412400.0,Alto
IMV01156,Moradia,Zona Premium,172,4,3,0,1981,Para Remodelar,Oeste,Rua,D,2.9,1.33,1.82,2.36,5,False,False,True,True,True,False,False,False,465700.0,Alto
IMV01157,Moradia,Periferia,137,3,2,0,2002,Razoável,Nordeste,Jardim,B,6.7,1.14,0.04,2.07,3,False,True,False,False,False,False,False,False,172000.0,Médio
IMV01158,Moradia,Zona Comercial,131,4,2,0,1979,Razoável,Nordeste,Rua,E,3.7,2.07,0.41,3.61,5,False,False,False,False,True,False,False,False,318600.0,Alto
IMV01159,Apartamento,Zona Industrial,111,3,2,1,2018,Como Novo,Oeste,Pátio,A+,10.8,1.98,0.62,3.39,1,False,False,True,False,False,False,False,True,138700.0,Baixo
IMV01160,Penthouse,Bairro Residencial,112,3,2,3,2024,Como Novo,Sudoeste,Jardim,A+,6.9,1.66,1.99,2.13,3,False,True,True,False,True,True,True,True,403400.0,Alto
IMV01161,Estúdio,Zona Comercial,63,1,1,0,2007,Bom,Noroeste,Pátio,D,3.0,0.05,0.59,1.86,6,False,False,False,False,False,False,False,False,102100.0,Baixo
IMV01162,Duplex,Periferia,78,2,1,4,1974,Razoável,Nordeste,Jardim,D,6.2,0.32,0.59,2.1,4,False,False,True,False,False,False,False,False,87700.0,Baixo
IMV01163,Moradia,Zona Industrial,137,3,3,0,2021,Novo,Noroeste,Rua,B,11.0,0.4,0.35,2.53,4,False,True,False,False,False,True,True,False,254900.0,Médio
IMV01164,Estúdio,Periferia,68,1,1,1,2022,Novo,Nordeste,Rua,A+,6.9,0.01,3.46,2.69,4,True,False,False,False,False,False,False,False,86600.0,Baixo
IMV01165,Apartamento,Zona Premium,113,2,1,5,1983,Razoável,Este,Rua,E,1.9,1.46,0.12,0.41,6,True,False,True,False,True,True,True,False,289100.0,Médio
IMV01166,Duplex,Centro Histórico,74,1,2,0,1984,Razoável,Nordeste,Jardim,D,0.0,2.58,1.29,6.15,5,False,False,False,False,False,False,False,False,148000.0,Baixo
